scenario_id,sample_type,F_up_1,F_up_2,F_up_3,F_up_4,F_up_5,F_up_6,F_up_7,F_up_8,F_up_9,F_up_10,F_up_11,F_up_12,F_up_13,F_up_14,F_up_15,F_up_16,F_up_17,F_up_18,F_up_19,F_up_20,F_up_21,F_up_22,F_up_23,F_up_24,F_up_25,F_up_26,F_up_27,F_up_28,F_up_29,F_up_30,F_up_31,F_up_32,F_up_33,F_up_34,F_up_35,F_up_36,F_up_37,F_up_38,F_up_39,F_up_40,F_up_41,F_up_42,F_up_43,F_up_44,F_up_45,F_up_46,F_up_47,F_up_48,F_up_49,F_up_50,F_up_51,F_up_52,F_up_53,F_up_54,F_up_55,F_up_56,F_up_57,F_up_58,F_up_59,F_up_60
18,in_sample,255.26408411970579,256.9504627774639,232.92229208588833,222.8959980014713,235.59410474209125,236.4436121006102,241.58639228082177,243.45059839638446,274.1386536165345,268.1113759798941,290.58711658170245,292.45616169259665,316.17494733672777,299.0252540871137,301.6103849939458,296.09877001901725,298.0513827209178,315.16465039824357,320.46798487325475,337.55334253363185,328.1702472277966,316.6505648224646,316.87603584638634,316.3349053489112,313.73287418537245,300.31203002598284,317.09315228390926,312.0134314750404,331.9785251860179,332.1569322988747,341.23493733027135,349.04287233176285,337.50302596685094,342.64386686858575,369.64052809112525,373.1630996345302,380.0,380.0,380.0,380.0,380.0,380.0,361.06970320128494,364.5319436486353,361.9548533181729,356.473477507049,374.616978813449,364.3529313405551,344.82616449621503,355.966191651617,336.08067765986254,309.0894745684427,321.8052222283022,324.02733373617707,330.64540851934,324.4514224724253,305.069736629899,288.4687156392517,284.6580710472137,266.84443103636113
19,in_sample,70.18929351130942,100.05004836930402,121.54918450139684,114.37120171551453,104.40347110092898,105.80638362335401,103.48919141777628,120.28551481677448,130.63976272667975,106.94838030528183,113.3698338812166,110.86256042907343,111.38207433346633,114.86727653311556,131.649482606988,145.3385840966323,134.8421857270102,134.02161817935485,127.7423186793539,104.19647511466155,102.6652880082463,128.49184999407368,104.5232424815772,104.18637737033623,103.40044333460077,107.42873993930124,93.9505905357862,73.99904226458688,54.698675069462126,73.3317476861028,59.5741440450368,52.58027336189241,82.04512974247405,71.76555054760365,76.55914491891662,91.45250839167369,105.6725910093831,87.03052201077156,77.04358774295059,81.27668341047837,108.28292781384448,97.62177859286777,90.71119681531269,96.58523871492673,105.26045389780398,114.7840099580423,102.93502785035508,95.48635393327339,98.50337073050093,116.17572910729689,112.83695195763892,112.52472535646547,98.16172723651374,124.24690288300513,126.40658414298906,141.49515105678347,141.9137119697299,143.10745088313763,122.10312641120879,91.99246023551285
20,in_sample,68.68464039647728,87.93334835702882,82.29031430294282,79.27242705766668,94.27527281611367,68.92903295509728,96.46519395587461,130.68259818844376,95.68259818844376,94.31755298360918,84.25229453743526,80.54548974476899,74.68809877014604,86.05272614885706,84.47674745130519,71.72404645250577,69.31345419437406,76.52043351184778,59.948334923133814,36.9010632775541,64.79946248924858,55.805488973330455,53.88254715645712,48.31341147489911,55.986639332049094,80.8056982553237,88.9247720395337,67.66765997397385,48.28993199585443,42.704425141277625,38.94916034781187,14.841842574159472,26.312615456601634,11.104127646260935,32.010349516021506,57.49920587690161,54.02365642005111,60.16927338590568,42.92201227672683,51.65348084743442,44.67878691935323,29.45749241711627,25.406802581574482,18.886330463899412,14.334098821846851,27.62961746127587,16.635311164375622,40.92563316120987,22.37479830165492,44.99082212615525,30.759673419461535,30.74548816394892,23.882742575256657,19.070541173726696,30.289542482704377,51.28711764390772,67.95446351328673,62.286474860500846,64.86604797416459,53.91695774280754
21,in_sample,100.95348339785369,104.1786356658098,107.30396677225741,123.51586950837162,149.2673606190989,170.44212887240053,183.2472622494356,181.1649779786947,172.44201099929836,172.692309054416,180.89041183123658,192.3975410066759,201.12074127589779,199.42428467663302,210.44035603442467,228.09257110559372,240.41481648253932,239.96663371025176,228.29275201516765,216.28680800373417,206.7497612734436,210.3488140548926,217.6260666046715,197.8226141534551,190.76668263636537,194.17267915064087,181.57716040927443,187.65181855210892,183.347822479277,173.21993867590743,173.96481473019202,179.45673934429942,167.57733454452045,164.1807612271238,170.7282585094233,160.0589959429886,136.85040017705398,115.33836633739742,109.48565424059984,91.02779837232788,86.15969183986044,109.46889175627797,90.16851432863643,86.2120464079486,116.06431016774798,121.77813132940793,116.63000530474955,114.4336484214802,120.44472353898607,144.18553056777023,136.7535800630888,126.14703610265286,106.84371384372969,108.28705829886695,88.60743512141619,82.11447837391108,69.39291019836617,84.43063934164365,77.31308991850835,82.87011451058697
22,in_sample,221.90427369693413,221.8773957524653,227.58990222880306,250.22614380778356,252.06052343449142,238.02770770482022,236.49152338110014,235.99297307443885,216.8865899436169,213.30494094484538,202.9142516288813,215.85526022950535,216.33982646809892,212.38068598003292,210.89413895131685,214.01784720900315,222.65324600466005,208.65727480328871,194.07504794659093,209.54055696222633,203.7678407513601,183.93205145500383,190.1454293863673,196.63260667082494,175.20259306923106,178.41533708572155,188.71350037971877,193.95491070360646,202.80265147626596,183.14288410299548,187.7774462729422,183.54076964035596,176.78170741821094,188.96948595008712,209.67932909952634,234.80050986393138,253.20782006501406,251.6715415221915,256.6096238045603,267.3451440095397,269.04163529973215,270.87233393049377,282.4048777767603,281.5749207323973,271.364903623166,265.562280701464,274.43702598973636,274.4789320665357,279.24187174269247,288.6229811335231,283.3752006529566,293.9626749437739,299.2664713921914,281.9790881754307,302.1713552520381,295.1609288394412,271.98959403484866,257.35898210064045,243.06434985114396,243.79477631234943
23,in_sample,296.09192504715054,307.6280050395342,302.250840189095,323.3678909450813,332.7876301214353,334.35891566722273,342.8057678485143,333.3451220436798,303.82256302023393,295.3288138532571,305.7932112546474,306.91623581029296,305.0005531928027,293.1307922019146,265.74923063908307,285.69706933049014,282.7865429451276,276.77301119856696,267.36996345928077,284.93327814605357,297.27218951936493,283.73083702041157,300.034438531021,298.0034526661233,289.4558620343021,285.34528861913634,274.3791271119278,255.88684767344472,266.752681190565,263.66281316412443,272.30374663515823,276.3247332709719,284.00430882991725,255.360493554218,243.22585006321975,251.19695663884562,233.34932692094208,238.57223809431332,219.10237397405325,219.332589742979,241.8724552580838,252.7168568727265,226.80648360855622,238.6836832689828,264.19501844319694,299.1950184431969,305.8460787677585,286.74419983336355,292.8296915257056,315.17416190248605,312.55492738598184,327.1584523063376,315.40401032205,320.61695586582596,285.7628426534442,272.45814730773014,272.3724582457842,267.28546401771405,249.07681909785362,242.0816323246642
24,in_sample,61.747776593945616,64.21268188596741,37.94796969143789,40.317264115316675,38.9620464079747,20.80928141698533,16.14719194730074,11.781343091620556,38.802666560528394,41.88432340701155,56.388956925415926,54.73954266254685,28.504711426855692,37.91749731035844,28.702883096132865,24.00448127630213,9.262883788685542,10.28163388358459,25.194130946298912,38.25246446494367,60.459117573936,84.65054998529354,56.00831076167839,39.29762290867052,13.982940812098775,22.829966557553035,13.126821584364905,6.278296938549886,3.245932891565502,8.601922524836027,0.0,0.0,0.018146891435492307,16.800589997598024,16.445026352082834,5.361790462734376,0.0,13.337458190843904,3.034415099377185,0.0,0.0,0.0,0.0,0.0,0.0,2.599912525666923,0.0,31.10789204858338,7.245688419086122,9.506400443459455,11.942470290032844,0.0,1.3335335642644566,12.107854693958473,13.458735449768142,32.84121583724587,2.35358918391114,0.0,20.650784661233217,33.41915332692713
25,in_sample,196.61924950687086,182.35865548927916,179.6470299061844,155.24083441828134,155.73602301914553,152.9587038227652,144.91616651779043,167.10056917503982,150.91441150145027,160.80391282500295,191.41782707804919,206.49957773008282,206.05803478071408,190.18107382878748,171.1122033566051,165.35047962719977,155.73246935240508,145.65881262699122,141.09042425039382,139.65896494999419,146.45193221702834,129.1227851445543,119.57137199869163,117.33596283917689,114.59917013125113,140.30910203503902,143.560554333173,120.97029696574106,126.82483602795577,134.46412814637148,132.71233575094516,115.72478230921632,140.33754804360478,125.35917325346719,134.60998414329026,137.41069155018533,145.8220392366021,169.71805017494472,177.58099438491922,169.75969520630974,185.24358705810118,176.4081947574835,178.69800691701727,160.59483640479618,146.12889922208166,146.84831260818828,152.00152652832048,128.16805781064608,135.13008096265537,123.65807529027921,141.57370750967556,136.64620550613245,120.91549373243265,121.97675754386216,109.14946752876,126.91469950882379,126.92212241428717,124.79864969098116,133.08386395601525,119.01459980721114
26,in_sample,226.07099603657173,224.68368494927682,225.50239687209302,213.10961158603772,221.17237493682217,227.0238747987151,245.0170054356202,244.87664350780528,239.11089039233138,250.16101168354788,239.0421503411523,254.23193383232774,269.39172179611955,286.9936264120013,292.26634819751416,285.45539884114544,286.9840270094205,292.3049915405294,284.46300850789913,303.1266365528521,311.2478148988117,298.7566935243036,325.11692499482444,326.4803748472069,311.16293224730714,299.5393745288453,320.3683448891601,345.9181337161956,360.05092446492847,378.5212455451484,380.0,380.0,380.0,380.0,380.0,369.6176279086304,379.865050119,380.0,377.1107860033935,372.7253170088884,379.39696533822973,370.3017596325159,351.8662989997308,367.9343655612033,361.6210479208753,361.87932802295825,353.3375774488453,371.2121448576273,380.0,376.62964642384816,360.1110833171697,355.25406604915486,363.2362038484508,365.8771037055675,367.4044763278953,370.36825896047264,380.0,379.4139711430894,380.0,366.1831310915686
27,in_sample,98.26260949834551,83.53561999062799,80.26129283777692,95.6779883050857,88.38774322550972,76.2002956072979,78.37679502846589,85.3631114385143,108.36298580245887,113.31549249967378,122.33138999911108,132.4012433159956,116.25902796893877,102.77237898236513,87.59783092788604,68.947790348203,80.08422859638864,84.14492987968123,85.25787476296153,50.257874762961535,79.0345507836222,66.51474272547239,95.2401213086178,74.95074057949938,63.57712435970785,32.73723300457303,37.8069826677708,22.38938717641355,7.36738501903659,0.0,10.88297087833007,20.843462000275736,46.21193647537871,36.612043780357055,39.67551497501228,21.624822211384952,16.9342758930905,9.67044150715401,16.172740912089893,30.411046201944572,44.285979873585575,32.486608062539034,46.46515872726104,45.8479668077519,41.3036102651937,31.384449449728834,23.545348328667103,47.93774217541437,52.24149290633068,54.68605877134752,51.01460275183024,85.25830331196266,103.5284501558126,93.4335805486295,89.60296978276477,86.60354617557203,88.64575387152843,78.82858997468833,84.97202130175208,105.3012551503025
