scenario_id,sample_type,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60
11,in_sample,286.38596267663445,271.9194383954954,275.58388372153615,256.68952864772666,250.15915368268125,238.9805214239017,231.98344372571773,230.98274481444986,220.0,242.02450640422617,248.93047167174393,274.0543540690927,271.81323450200045,264.1301750298409,288.7479936327433,280.65515727450753,278.1590689666598,288.2397327136222,270.9115713974603,280.8696969845714,289.03655591087585,306.8071103634055,319.26773340554746,337.46743034583346,335.92152373871573,323.84413927681686,353.38393507398393,332.0101964566764,312.0390133524431,319.95080591956673,342.70061059404964,345.35432243684795,359.34457423267884,331.4033360480714,324.40970657753553,298.17443727752993,309.1001906927312,287.438952120485,269.54948827602794,276.7458411454876,291.6113820737358,289.3858285585268,297.3682436160459,304.8972779522692,301.8813019200746,286.5554251596671,294.46390485605207,303.0472445269032,315.56358617016684,319.9325161072714,303.57351731856085,313.2382795777294,313.2189444545326,306.46062023400583,302.33571851329384,292.6721180158285,305.1159309197905,285.26232464967023,271.35352156238037,266.75070117697663
12,in_sample,383.6789599143555,373.1852020077006,370.4534037902142,367.29735089954687,380.6569617060029,368.2184564137292,333.2184564137292,310.7548532624417,296.3586306845475,287.1789484385885,289.7993900472015,274.6822753697975,257.7268671061584,244.71460325902888,229.09544724279195,221.33253482265292,220.0,229.64679543763336,220.0,220.0,220.0,231.32438966452594,229.1644798002781,243.8742339278668,227.7410514637995,227.04991894571202,220.0,220.0,220.0,244.26098861529312,232.32026537432725,230.53589562859852,220.0,220.0,220.0,220.0,220.0,220.0,220.0,220.0,227.02461862765145,220.0,220.0,224.09981263913295,220.0,224.78134154625187,220.0,232.43829402105087,237.55950428436262,238.33881993349516,254.08627230177694,249.47538547246432,240.82539989799756,260.041019875359,285.8117411066461,276.10361322099743,274.51120790148804,289.1418035071484,288.04777348179755,296.37201260412934
13,in_sample,465.9182433697719,452.22300360005033,454.3216497635189,433.8175366228166,415.4480031908029,398.6833868239776,395.52640524179196,392.9719706988243,396.50979829012033,405.7948277459803,401.07849481844806,401.58532240772485,386.2719473140619,367.4489889744614,346.46337612978505,355.55284534558024,350.8221354723448,324.6264517928032,323.74320645523267,306.2597078102275,329.5050112758491,321.4015071736335,330.9425909751012,346.188073358491,332.81907502269246,333.8837346684584,341.63228528789244,343.24993170163395,348.3053423319714,329.6905308221433,337.4470378981466,330.6407391797287,335.5330563057067,348.4129001434272,357.776219248683,362.6582954055356,371.64809155211884,381.28584630656184,402.2228625659368,401.746152773458,404.0415506816514,417.090486007317,410.2250594706278,391.531314853136,398.43653729729476,395.55220571267154,378.64682194839037,385.65440895970806,405.6902711701175,382.8738755220703,397.186425455101,362.186425455101,356.5824126325598,382.3496354039559,377.7530987247758,379.01223626626967,389.69236307709946,365.6617338802503,366.6710610920069,367.5700440994652
14,in_sample,299.4037041040211,283.60964978473214,276.8454300105698,270.7302921690602,298.70881441550324,312.73274349571096,325.95325642536665,322.25213671617905,318.24374902116364,297.91987322844807,308.86423642111754,315.73900088844056,333.74296399393654,330.7913480069502,328.80643996014464,331.18707735999357,343.6736434170929,323.0906247077282,333.3954105800654,333.10847270964575,318.287550958294,289.1030704211371,287.19243845484016,307.4604202206771,330.90600555505665,335.881272504438,363.34935179822946,362.748176636835,376.09442635983396,369.777193915144,362.5728101651659,353.087682528837,324.2402772690966,342.2595689083534,333.27671476042116,322.0565718438484,305.536968301271,302.67593618976304,327.3648285375994,356.67773244911746,333.4255961878883,328.46332424422036,313.98231546290856,327.81904383986983,331.83135350198484,322.91938291866717,323.9354060469414,317.2515453472335,339.85099066848204,347.5084238787066,356.8859517715367,321.8859517715367,320.95091026793335,350.1158636947598,368.6816706752734,342.82241647238914,338.4344548148188,321.6131822919567,345.5686041370369,348.9885000888996
15,in_sample,433.7120030731017,438.6053848196377,438.55976831435186,453.2454780321324,440.3656201017723,448.41096986851113,446.8167821349772,433.6141494086042,439.00845679858503,438.0842907831518,429.2766220651162,429.8646092851335,428.05118388201004,425.899550922765,420.1232468240138,401.85396727950285,402.90068310203105,391.66268186993125,377.3780777229143,374.0082799054778,384.28465152388833,386.88324063156205,379.4472497145558,371.44840490440583,380.3497905750486,346.79548980278724,357.95859965157996,331.7223788025552,311.9066680860335,304.70694644834833,335.08868444938014,358.5725554895799,368.4633840707398,373.45497736687605,347.3830998147014,349.5777140950312,341.88861283519157,330.4552421644735,332.6224854241187,326.0269452918649,338.19713893542877,311.0937721888514,312.14393210169516,299.8365709724985,294.1016693676788,298.3664392403882,282.7241291638473,285.0233791142218,282.0506442412921,272.8024281288157,266.2144133246628,264.05068684804587,253.3009756721609,253.40029832671945,249.5058256233944,240.94787010445694,263.20566137909873,269.0190202949614,263.66104903824004,265.70309506978595
16,in_sample,384.9915955782692,388.19769919289604,378.85952394514,343.85952394514,358.90101346360257,352.0572659187826,368.431667930331,373.3554366811503,390.159031615432,401.3855268969646,366.8797943702558,375.48833299772775,370.676876199125,386.98703282087945,395.2639377527946,403.7055042843131,399.8941051443976,387.11761845488854,381.0572010293012,355.85870936786796,347.5938970842149,327.0956696906629,306.96729843805355,308.59800229922047,316.0746874522759,315.62957872982287,308.64651176708526,295.3827974957403,290.94209560263437,279.43097302544595,278.5513426357476,257.2498977986429,267.0683438935231,259.1299081844634,264.3975047884161,276.8186127272528,281.4088050742868,292.59658012866,263.663630448703,256.7636371568486,272.20671049189576,279.3359240283229,305.2144097460434,329.0757364655816,333.2700263478905,329.7423256835032,316.32418370056536,309.6628637830719,303.9474070642208,295.6419183708768,282.78518990250217,288.4072621278108,312.1602176218021,325.2258123770257,320.71193156124116,334.9083354276511,339.76144756339545,339.19158665027965,337.74786849121597,334.9487065593803
17,in_sample,373.9709959347267,369.11623516325903,356.532105220778,353.5866468463071,353.61076605305306,378.36181325479527,382.6277392150004,387.30531607676994,394.2439097698394,406.44922894121515,412.8091412951784,416.75312363711606,426.7105804970001,392.73769860536464,421.9844207712682,444.2406385972558,447.28053912328585,427.49844881756314,444.4433548724644,434.72908388555845,442.20285811760755,424.242179692611,455.41187627823473,435.22084160871407,436.1866465931451,406.4760255899842,405.8989112592357,399.9449183872999,415.8654859019834,409.9101738596973,425.8509040195459,411.51321607330453,407.5657536306781,403.898984259791,410.83721983865183,415.99446180835065,426.1056139772777,429.84124242333405,439.0996499959177,426.52955499421375,431.972736330551,454.48761931479055,430.96772057136417,437.81383194092916,447.2887488320628,467.7453581166664,477.91001518272935,479.31443837295126,485.3354631100918,475.044933426233,469.61338041322455,450.9135406573966,471.7319538582157,478.03415632352755,465.20858187898295,469.00757935625916,485.2384472961798,499.1375398525412,486.1505992682116,451.1505992682116
18,in_sample,475.2640841197058,476.9504627774639,452.92229208588833,442.8959980014713,455.59410474209125,456.4436121006102,461.58639228082177,463.45059839638446,494.1386536165345,488.1113759798941,510.58711658170245,512.4561616925967,536.1749473367278,519.0252540871137,521.6103849939458,516.0987700190173,518.0513827209178,535.1646503982436,540.4679848732547,557.5533425336318,548.1702472277966,536.6505648224646,536.8760358463863,536.3349053489112,533.7328741853725,520.3120300259828,537.0931522839093,532.0134314750404,551.9785251860179,552.1569322988747,561.2349373302714,569.0428723317629,557.5030259668509,562.6438668685857,589.6405280911252,593.1630996345302,600.0,600.0,600.0,600.0,600.0,600.0,581.0697032012849,584.5319436486353,581.9548533181729,576.473477507049,594.616978813449,584.3529313405551,564.826164496215,575.966191651617,556.0806776598625,529.0894745684427,541.8052222283022,544.0273337361771,550.64540851934,544.4514224724253,525.069736629899,508.4687156392517,504.6580710472137,486.84443103636113
19,in_sample,290.1892935113094,320.050048369304,341.54918450139684,334.37120171551453,324.403471100929,325.806383623354,323.4891914177763,340.2855148167745,350.63976272667975,326.94838030528183,333.3698338812166,330.8625604290734,331.38207433346633,334.86727653311556,351.649482606988,365.3385840966323,354.8421857270102,354.02161817935485,347.7423186793539,324.19647511466155,322.6652880082463,348.4918499940737,324.5232424815772,324.18637737033623,323.40044333460077,327.42873993930124,313.9505905357862,293.9990422645869,274.6986750694621,293.3317476861028,279.5741440450368,272.5802733618924,302.04512974247405,291.76555054760365,296.5591449189166,311.4525083916737,325.6725910093831,307.03052201077156,297.0435877429506,301.27668341047837,328.2829278138445,317.62177859286777,310.7111968153127,316.58523871492673,325.260453897804,334.7840099580423,322.9350278503551,315.4863539332734,318.50337073050093,336.1757291072969,332.8369519576389,332.52472535646547,318.16172723651374,344.24690288300513,346.40658414298906,361.49515105678347,361.9137119697299,363.10745088313763,342.1031264112088,311.99246023551285
20,in_sample,288.6846403964773,307.9333483570288,302.2903143029428,299.2724270576667,314.27527281611367,288.9290329550973,316.4651939558746,350.68259818844376,315.68259818844376,314.3175529836092,304.25229453743526,300.545489744769,294.68809877014604,306.05272614885706,304.4767474513052,291.7240464525058,289.31345419437406,296.5204335118478,279.9483349231338,256.9010632775541,284.7994624892486,275.80548897333045,273.8825471564571,268.3134114748991,275.9866393320491,300.8056982553237,308.9247720395337,287.66765997397385,268.28993199585443,262.7044251412776,258.94916034781187,234.84184257415947,246.31261545660163,231.10412764626093,252.0103495160215,277.4992058769016,274.0236564200511,280.1692733859057,262.92201227672683,271.6534808474344,264.67878691935323,249.45749241711627,245.40680258157448,238.8863304638994,234.33409882184685,247.62961746127587,236.63531116437562,260.9256331612099,242.37479830165492,264.99082212615525,250.75967341946154,250.74548816394892,243.88274257525666,239.0705411737267,250.28954248270438,271.2871176439077,287.9544635132867,282.28647486050085,284.8660479741646,273.91695774280754
21,in_sample,320.9534833978537,324.1786356658098,327.3039667722574,343.5158695083716,369.2673606190989,390.44212887240053,403.2472622494356,401.1649779786947,392.44201099929836,392.692309054416,400.8904118312366,412.3975410066759,421.1207412758978,419.424284676633,430.44035603442467,448.0925711055937,460.4148164825393,459.96663371025176,448.29275201516765,436.28680800373417,426.7497612734436,430.3488140548926,437.6260666046715,417.8226141534551,410.7666826363654,414.1726791506409,401.5771604092744,407.6518185521089,403.347822479277,393.21993867590743,393.964814730192,399.4567393442994,387.57733454452045,384.1807612271238,390.7282585094233,380.0589959429886,356.850400177054,335.3383663373974,329.48565424059984,311.0277983723279,306.15969183986044,329.46889175627797,310.16851432863643,306.2120464079486,336.064310167748,341.7781313294079,336.63000530474955,334.4336484214802,340.44472353898607,364.18553056777023,356.7535800630888,346.14703610265286,326.8437138437297,328.28705829886695,308.6074351214162,302.1144783739111,289.39291019836617,304.43063934164365,297.31308991850835,302.870114510587
22,in_sample,441.9042736969341,441.8773957524653,447.58990222880306,470.22614380778356,472.0605234344914,458.0277077048202,456.49152338110014,455.99297307443885,436.8865899436169,433.3049409448454,422.9142516288813,435.85526022950535,436.3398264680989,432.3806859800329,430.89413895131685,434.01784720900315,442.65324600466005,428.6572748032887,414.0750479465909,429.54055696222633,423.7678407513601,403.93205145500383,410.1454293863673,416.63260667082494,395.20259306923106,398.41533708572155,408.71350037971877,413.95491070360646,422.80265147626596,403.1428841029955,407.7774462729422,403.54076964035596,396.78170741821094,408.9694859500871,429.67932909952634,454.8005098639314,473.20782006501406,471.6715415221915,476.6096238045603,487.3451440095397,489.04163529973215,490.87233393049377,502.4048777767603,501.5749207323973,491.364903623166,485.562280701464,494.43702598973636,494.4789320665357,499.24187174269247,508.6229811335231,503.3752006529566,513.9626749437739,519.2664713921914,501.9790881754307,522.1713552520381,515.1609288394412,491.98959403484866,477.35898210064045,463.06434985114396,463.7947763123494
23,in_sample,516.0919250471505,527.6280050395342,522.250840189095,543.3678909450813,552.7876301214353,554.3589156672227,562.8057678485143,553.3451220436798,523.8225630202339,515.3288138532571,525.7932112546474,526.916235810293,525.0005531928027,513.1307922019146,485.74923063908307,505.69706933049014,502.7865429451276,496.77301119856696,487.36996345928077,504.93327814605357,517.2721895193649,503.73083702041157,520.034438531021,518.0034526661233,509.4558620343021,505.34528861913634,494.3791271119278,475.8868476734447,486.752681190565,483.66281316412443,492.30374663515823,496.3247332709719,504.00430882991725,475.360493554218,463.22585006321975,471.1969566388456,453.3493269209421,458.5722380943133,439.10237397405325,439.332589742979,461.8724552580838,472.7168568727265,446.8064836085562,458.6836832689828,484.19501844319694,519.1950184431969,525.8460787677585,506.74419983336355,512.8296915257056,535.174161902486,532.5549273859818,547.1584523063376,535.40401032205,540.616955865826,505.7628426534442,492.45814730773014,492.3724582457842,487.28546401771405,469.0768190978536,462.0816323246642
24,in_sample,281.7477765939456,284.2126818859674,257.9479696914379,260.3172641153167,258.9620464079747,240.80928141698533,236.14719194730074,231.78134309162056,258.8026665605284,261.88432340701155,276.3889569254159,274.73954266254685,248.5047114268557,257.91749731035844,248.70288309613287,244.00448127630213,229.26288378868554,230.2816338835846,245.1941309462989,258.25246446494367,280.459117573936,304.65054998529354,276.0083107616784,259.2976229086705,233.98294081209878,242.82996655755304,233.1268215843649,226.2782969385499,223.2459328915655,228.60192252483603,220.0,220.0,220.0181468914355,236.80058999759802,236.44502635208283,225.36179046273438,220.0,233.3374581908439,223.03441509937718,220.0,220.0,220.0,220.0,220.0,220.0,222.59991252566692,220.0,251.10789204858338,227.24568841908612,229.50640044345946,231.94247029003284,220.0,221.33353356426446,232.10785469395847,233.45873544976814,252.84121583724587,222.35358918391114,220.0,240.65078466123322,253.41915332692713
25,in_sample,416.61924950687086,402.35865548927916,399.6470299061844,375.24083441828134,375.73602301914553,372.9587038227652,364.91616651779043,387.1005691750398,370.9144115014503,380.80391282500295,411.4178270780492,426.4995777300828,426.0580347807141,410.1810738287875,391.1122033566051,385.3504796271998,375.7324693524051,365.6588126269912,361.0904242503938,359.6589649499942,366.45193221702834,349.1227851445543,339.57137199869163,337.3359628391769,334.5991701312511,360.309102035039,363.560554333173,340.97029696574106,346.82483602795577,354.4641281463715,352.71233575094516,335.7247823092163,360.3375480436048,345.3591732534672,354.60998414329026,357.41069155018533,365.8220392366021,389.7180501749447,397.5809943849192,389.75969520630974,405.2435870581012,396.4081947574835,398.69800691701727,380.5948364047962,366.12889922208166,366.8483126081883,372.0015265283205,348.1680578106461,355.13008096265537,343.6580752902792,361.57370750967556,356.64620550613245,340.91549373243265,341.97675754386216,329.14946752876,346.9146995088238,346.9221224142872,344.79864969098116,353.08386395601525,339.01459980721114
26,in_sample,446.0709960365717,444.6836849492768,445.502396872093,433.1096115860377,441.17237493682217,447.0238747987151,465.0170054356202,464.8766435078053,459.1108903923314,470.1610116835479,459.0421503411523,474.23193383232774,489.39172179611955,506.9936264120013,512.2663481975142,505.45539884114544,506.9840270094205,512.3049915405294,504.46300850789913,523.1266365528521,531.2478148988117,518.7566935243036,545.1169249948244,546.4803748472069,531.1629322473071,519.5393745288453,540.3683448891601,565.9181337161956,580.0509244649285,598.5212455451484,600.0,600.0,600.0,600.0,600.0,589.6176279086304,599.865050119,600.0,597.1107860033935,592.7253170088884,599.3969653382297,590.3017596325159,571.8662989997308,587.9343655612033,581.6210479208753,581.8793280229582,573.3375774488453,591.2121448576273,600.0,596.6296464238482,580.1110833171697,575.2540660491549,583.2362038484508,585.8771037055675,587.4044763278953,590.3682589604726,600.0,599.4139711430894,600.0,586.1831310915686
27,in_sample,318.2626094983455,303.535619990628,300.2612928377769,315.6779883050857,308.3877432255097,296.2002956072979,298.3767950284659,305.3631114385143,328.36298580245887,333.3154924996738,342.3313899991111,352.4012433159956,336.25902796893877,322.7723789823651,307.59783092788604,288.947790348203,300.08422859638864,304.14492987968123,305.25787476296153,270.25787476296153,299.0345507836222,286.5147427254724,315.2401213086178,294.9507405794994,283.57712435970785,252.73723300457303,257.8069826677708,242.38938717641355,227.3673850190366,220.0,230.88297087833007,240.84346200027574,266.2119364753787,256.61204378035706,259.6755149750123,241.62482221138495,236.9342758930905,229.670441507154,236.1727409120899,250.41104620194457,264.2859798735856,252.48660806253903,266.46515872726104,265.8479668077519,261.3036102651937,251.38444944972883,243.5453483286671,267.93774217541437,272.2414929063307,274.6860587713475,271.01460275183024,305.25830331196266,323.5284501558126,313.4335805486295,309.6029697827648,306.60354617557203,308.6457538715284,298.8285899746883,304.9720213017521,325.3012551503025
28,in_sample,406.92045458606185,403.523716170623,430.9343057820049,427.89384185670747,426.3888020220753,438.13803519311057,438.4363270024586,435.4264422198078,448.3994851578379,455.00590526500315,459.0466659269335,457.103743790989,452.2588379248101,465.0992303180534,460.388753639745,477.6262939507292,462.96624482267924,483.03922018576014,489.647781348998,476.08829242626996,483.21399331000225,474.10975273356036,474.577745494425,467.7649655743915,465.9041952765284,479.08422638986656,486.34338951992015,470.58827403515306,455.6349238519349,459.42578239564955,464.2304021721904,454.788172460771,477.06658922251955,488.4555183442939,479.6974492289068,469.5858748074829,466.3964898154975,461.75052806045926,479.3367329727041,493.1200545946325,493.611027783652,503.101705636101,514.6233588049247,515.4390090006561,521.0756705118234,529.3942962691153,536.2207764001997,525.3175228015386,515.8295861986937,511.78926093508903,501.89596102843257,481.27255301153343,490.73588046482,495.58559424098604,476.83446217289037,473.46162820870484,470.88162676716803,473.42884876630717,458.28193448523996,439.3260151813182
